,x,
7813,1,"7813  = ""7813 : LACK OF COORDINATION"""
7821,1,"7821  = ""7821 : NONSPECIF SKIN ERUPT NEC"""
7830,1,"7830  = ""7830 : ANOREXIA"""
7834,1,"7834  = ""7834 : LACK NORM PHYSIOL DEVEL (End 2000)"""
78605,1,"78605 = ""78605: SHORTNESS OF BREATH (Begin 1998)"""
78609,1,"78609 = ""78609: RESPIRATORY ABNORM NEC"""
7861,1,"7861  = ""7861 : STRIDOR"""
78652,1,"78652 = ""78652: PAINFUL RESPIRATION"""
7866,1,"7866  = ""7866 : CHEST SWELLING/MASS/LUMP"""
7868,1,"7868  = ""7868 : HICCOUGH"""
78702,1,"78702 = ""78702: NAUSEA ALONE (Begin 1994)"""
78820,1,"78820 = ""78820: RETENTION OF URINE UNSPECIFED (Begin 1993)"""
78829,1,"78829 = ""78829: OTH SPEC RETENTION OF URINE (Begin 1993)"""
78902,1,"78902 = ""78902: ABDOM PAIN LUQ (Begin 1994)"""
78906,1,"78906 = ""78906: ABDOM PAIN EPIGASTRIC (Begin 1994)"""
78907,1,"78907 = ""78907: ABDOM PAIN GENERALIZED (Begin 1994)"""
78909,1,"78909 = ""78909: ABDOM PAIN NEC (Begin 1994)"""
7895,1,"7895  = ""7895 : ASCITES (end 2007)"""
7908,1,"7908  = ""7908 : VIREMIA NOS-"""
79431,1,"79431 = ""79431: ABNORM ELECTROCARDIOGRAM"""
7962,1,"7962  = ""7962 : ELEV BL PRES W/O HYPERTN"""
7990,1,"7990  = ""7990 : ASPHYXIA (End 2005)"""
7991,1,"7991  = ""7991 : RESPIRATORY ARREST-"""
7994,1,"7994  = ""7994 : CACHEXIA"""
8020,1,"8020  = ""8020 : NASAL BONE FX-CLOSED"""
8025,1,"8025  = ""8025 : FX MALAR/MAXILLARY-OPEN"""
8029,1,"8029  = ""8029 : FX FACIAL BONE NEC-OPEN"""
80500,1,#N/A
8052,1,#N/A
8054,1,#N/A
8058,1,#N/A
80625,1,#N/A
81221,1,#N/A
81241,1,#N/A
81301,1,#N/A
81600,1,#N/A
82000,1,#N/A
82003,1,#N/A
82022,1,#N/A
82100,1,#N/A
8220,1,#N/A
82301,1,#N/A
82382,1,#N/A
8242,1,#N/A
8244,1,#N/A
8246,1,#N/A
84500,1,#N/A
849,1,"00849 = ""00849: BACTERIAL ENTERITIS NEC"""
8500,1,#N/A
8501,1,#N/A
8509,1,#N/A
85201,1,#N/A
85220,1,#N/A
85221,1,#N/A
85223,1,#N/A
85226,1,#N/A
85400,1,#N/A
8600,1,#N/A
861,1,"00861 = ""00861: ROTAVIRUS ENTERITIS (Begin 1992)"""
86501,1,#N/A
8670,1,#N/A
8711,1,#N/A
8712,1,#N/A
87342,1,#N/A
9138,1,#N/A
920,1,"0920  = ""0920 : EARLY SYPH LATENT RELAPS"""
92401,1,#N/A
92411,1,#N/A
9349,1,#N/A
9351,1,#N/A
94103,1,#N/A
94120,1,#N/A
9522,1,#N/A
95901,1,#N/A
9591,1,#N/A
9620,1,#N/A
96500,1,#N/A
9654,1,#N/A
9679,1,#N/A
9701,1,#N/A
9721,1,#N/A
9778,1,#N/A
99589,1,#N/A
99649,1,#N/A
99665,1,#N/A
99666,1,#N/A
99678,1,#N/A
9972,1,#N/A
9973,1,#N/A
9975,1,#N/A
99812,1,#N/A
99889,1,#N/A
9992,1,#N/A
9993,1,#N/A
V073 ,1,#N/A
V501 ,1,#N/A
V5413,1,#N/A
V550 ,1,#N/A
V553 ,1,#N/A
V560 ,1,#N/A
V5781,1,#N/A
V5841,1,#N/A
V5842,1,#N/A
V5875,1,#N/A
V588 ,1,#N/A
V632 ,1,#N/A
