,x,
6011,2,"6011  = ""6011 : CHRONIC PROSTATITIS"""
61172,2,"61172 = ""61172: LUMP OR MASS IN BREAST"""
6823,2,"6823  = ""6823 : CELLULITIS OF ARM"""
6824,2,"6824  = ""6824 : CELLULITIS OF HAND"""
6826,2,"6826  = ""6826 : CELLULITIS OF LEG"""
6869,2,"6869  = ""6869 : LOCAL SKIN INFECTION NOS"""
6930,2,"6930  = ""6930 : DRUG DERMATITIS NOS"""
6945,2,"6945  = ""6945 : PEMPHIGOID"""
701,2,"0701 = ""0701: UNILAT ADRENAL EXPLORAT"""
7048,2,"7048  = ""7048 : HAIR DISEASES NEC"""
7092,2,"7092  = ""7092 : SCAR & FIBROSIS OF SKIN"""
7099,2,"7099  = ""7099 : SKIN DISORDER NOS"""
7100,2,"7100  = ""7100 : SYST LUPUS ERYTHEMATOSUS"""
71531,2,"71531 = ""71531: LOC OSTEOARTH NOS-SHLDER"""
71594,2,"71594 = ""71594: OSTEOARTHROS NOS-HAND"""
71596,2,"71596 = ""71596: OSTEOARTHROS NOS-L/LEG"""
71659,2,"71659 = ""71659: POLYARTHRITIS NOS-MULT"""
71694,2,"71694 = ""71694: ARTHROPATHY NOS-HAND"""
71698,2,"71698 = ""71698: ARTHROPATHY NOS-OTH SITE"""
72400,2,"72400 = ""72400: SPINAL STENOSIS NOS"""
7245,2,"7245  = ""7245 : BACKACHE NOS"""
725,2,"725   = ""725  : POLYMYALGIA RHEUMATICA"""
72691,2,"72691 = ""72691: EXOSTOSIS- SITE NOS"""
72888,2,"72888 = ""72888: RHABDOMYOLYSIS (Begin 2003)"""
7310,2,"7310  = ""7310 : OSTEITIS DEFORMANS NOS"""
73349,2,"73349 = ""73349: ASEPT NECROSIS BONE NEC"""
73390,2,"73390 = ""73390: BONE & CARTILAGE DIS NOS"""
73730,2,"73730 = ""73730: IDIOPATHIC SCOLIOSIS"""
7564,2,"7564  = ""7564 : CHONDRODYSTROPHY"""
78001,2,"78001 = ""78001: COMA (Begin 1992)"""
7809,2,"7809  = ""7809 : GENERAL SYMPTOMS NEC (End 2002)"""
7819,2,"07819 = ""07819: OTHER SPEC VIRAL WARTS (Begin 1993)"""
78194,2,"78194 = ""78194: FACIAL WEAKNESS (Begin 2003)"""
7837,2,"7837  = ""7837 : ADULT FAILURE TO THRIVE (Begin 2000)"""
78552,2,"78552 = ""78552: SEPTIC SHOCK (Begin 2003)"""
78603,2,"78603 = ""78603: APNEA (Begin 1998)"""
7870,2,"7870  = ""7870 : NAUSEA AND VOMITING (End 1994)"""
78703,2,"78703 = ""78703: VOMITING ALONE (Begin 1994)"""
78721,2,"78721 = ""78721: DYSPHAGIA"
78729,2,"78729 = ""78729: DYSPHAGIA NEC (Begin 2007)"""
7905,2,"7905  = ""7905 : ABN SERUM ENZY LEVEL NEC"""
7920,2,"7920  = ""7920 : ABN FND-CEREBROSPINAL FL"""
7948,2,"7948  = ""7948 : ABN LIVER FUNCTION STUDY"""
8028,2,"8028  = ""8028 : FX FACIAL BONE NEC-CLOSE"""
87363,2,"87363 = ""87363: BROKEN TOOTH"""
9072,2,"9072  = ""9072 : LATE EFF SPINAL CORD INJ"""
99592,2,"99592 = ""99592: SYS INFLAM / INFECTI W ORGAN DYSFUNCTI (Begin 2002)"""
9962,2,"9962  = ""9962 : MALFUN NEURO DEVICE/GRAF"""
9964,2,"9964  = ""9964 : MALF INT ORTHPED DEV/GRF (End 2005)"""
99663,2,"99663 = ""99663: REACT-NERV SYS DEV/GRAFT (Begin 1989)"""
99664,2,"99664 = ""99664: REACT-INDWELL URIN CATH (Begin 1989)"""
99672,2,"99672 = ""99672: COMP-OTH CARDIAC DEVICE (Begin 1989)"""
99881,2,"99881 = ""99881: SUBQ EMPHYSEMA FROM PROC (Begin 1994)"""
99883,2,"99883 = ""99883: NONHEALING SURG WND (Begin 1996)"""
9989,2,"9989  = ""9989 : SURGICAL COMPLICAT NOS"""
99931,2,"99931 = ""99931: INFECT D/T CENT VEN CATH (Begin 2007)"""
9998,2,"9998  = ""9998 : TRANSFUSION REACTION NEC (end 2008)"""
E8784,2,"E8784 = ""E8784: ABN REACT-PLAST SURG NEC"""
E915 ,2,#N/A
E9305,2,"E9305 = ""E9305: ADV EFF CEPHALOSPORIN"""
E9308,2,"E9308 = ""E9308: ADV EFF ANTIBIOTICS NEC"""
E9330,2,"E9330 = ""E9330: ADV EFF ANALLRG/ANTEMET"""
E9342,2,"E9342 = ""E9342: ADV EFF ANTICOAGULANTS"""
E9363,2,"E9363 = ""E9363: ADV EFF ANTCONVL NEC/NOS"""
V0262,2,"V0262 = ""V0262: HEPATITIS C CARRIER (Begin 1997)"""
V1047,2,"V1047 = ""V1047: HX-TESTICULAR MALIGNANCY"""
V1072,2,"V1072 = ""V1072: HX-HODGKIN-s DISEASE"""
V1088,2,"V1088 = ""V1088: HX-ENDOCRINE MALIGN NEC"""
V1209,2,"V1209 = ""V1209: HX OTHER INFECT PARASIT DX NEC (Begin 1994)"""
V1509,2,"V1509 = ""V1509: ALLERGY OTHER THAN MEDICINAL AGENTS (Begin 2000)"""
V151 ,2,#N/A
V1584,2,"V1584 = ""V1584: HX-ASBESTOS EXPOSURE (Begin 1995)"""
V1641,2,"V1641 = ""V1641: FAM HX MALIG NEOPL OVARY (Begin 1997)"""
V1649,2,"V1649 = ""V1649: FAM HX OT MALIG NEOPL (Begin 1997)"""
V1659,2,"V1659 = ""V1659: FAM HX MALIG OTH URIN (Begin 1998)"""
V167 ,2,#N/A
V169 ,2,#N/A
V421 ,2,#N/A
V422 ,2,#N/A
V436 ,2,#N/A
V4502,2,"V4502 = ""V4502: AUTO IMPLANT DEBRIL IN SITU (Begin 1994)"""
V454 ,2,#N/A
V4561,2,"V4561 = ""V4561: CATARACT EXTR STATUS (Begin 1997)"""
V4972,2,"V4972 = ""V4972: AMPUTATION STATUS - OTHER TOE (Begin 1994)"""
V4976,2,"V4976 = ""V4976: AMPUTATION STATUS - ABOVE KNEE (Begin 1994)"""
V4981,2,"V4981 = ""V4981: POSTMENOPAUSAL STATUS (NATURAL) (Begin 2000)"""
V551 ,2,#N/A
V642 ,2,#N/A
V654 ,2,#N/A
V707 ,2,#N/A
V8531,2,"V8531 = ""V8531: BMI 31.0-31.9 (Begin 2005)"""
V854 ,2,#N/A
V8741,2,"V8741 = ""V8741: HX ANTINEOPLASTIC CHEMO (Begin 2008)"""
1000,1,"1000  = ""1000 : LEPTOSPIROS ICTEROHEM"""
1104,1,"1104  = ""1104 : DERMATOPHYTOSIS OF FOOT"""
1121,1,"1121  = ""1121 : CANDIDAL VULVOVAGINITIS"""
1123,1,"1123  = ""1123 : CUTANEOUS CANDIDIASIS"""
1124,1,"1124  = ""1124 : CANDIDIASIS OF LUNG"""
1125,1,"1125  = ""1125 : DISSEMINATED CANDIDIASIS"""
11289,1,"11289 = ""11289: CANDIDIASIS SITE NEC"""
1129,1,"1129  = ""1129 : CANDIDIASIS SITE NOS"""
1177,1,"1177  = ""1177 : ZYGOMYCOSIS"""
1398,1,"1398  = ""1398 : LATE EFF INFECT DIS NEC"""
1420,1,"1420  = ""1420 : MALIG NEO PAROTID"""
1428,1,"1428  = ""1428 : MAL NEO MAJ SALIVARY NEC"""
1429,1,"1429  = ""1429 : MAL NEO SALIVARY NOS"""
1449,1,"1449  = ""1449 : MAL NEO MOUTH FLOOR NOS"""
1456,1,"1456  = ""1456 : MALIG NEO RETROMOLAR"""
1472,1,"1472  = ""1472 : MAL NEO LAT NASOPHARYNX"""
1481,1,"1481  = ""1481 : MAL NEO PYRIFORM SINUS"""
1490,1,"1490  = ""1490 : MAL NEO PHARYNX NOS"""
1536,1,"1536  = ""1536 : MALIG NEO ASCEND COLON"""
1622,1,"1622  = ""1622 : MALIG NEO MAIN BRONCHUS"""
1628,1,"1628  = ""1628 : MAL NEO BRONCH/LUNG NEC"""
1629,1,"1629  = ""1629 : MAL NEO BRONCH/LUNG NOS"""
1705,1,"1705  = ""1705 : MAL NEO BONES WRIST/HAND"""
1714,1,"1714  = ""1714 : MAL NEO SOFT TIS THORAX"""
1718,1,"1718  = ""1718 : MAL NEO SOFT TISSUE NEC"""
1724,1,"1724  = ""1724 : MAL MELANOMA SCALP/NECK"""
1725,1,"1725  = ""1725 : MALIG MELANOMA TRUNK"""
1729,1,"1729  = ""1729 : MALIG MELANOMA SKIN NOS"""
1730,1,"1730  = ""1730 : MALIG NEO SKIN LIP"""
1734,1,"1734  = ""1734 : MAL NEO SCALP/SKIN NECK"""
1744,1,"1744  = ""1744 : MAL NEO BREAST UP-OUTER"""
1748,1,"1748  = ""1748 : MALIGN NEOPL BREAST NEC"""
1749,1,"1749  = ""1749 : MALIGN NEOPL BREAST NOS"""
1760,1,"1760  = ""1760 : SKIN - KAPOSI-S SARCOMA (Begin 1991)"""
1763,1,"1763  = ""1763 : GI SITES - KPSI-S SRCOMA (Begin 1991)"""
1889,1,"1889  = ""1889 : MALIG NEO BLADDER NOS"""
1890,1,"1890  = ""1890 : MALIG NEOPL KIDNEY"""
1902,1,"1902  = ""1902 : MAL NEO LACRIMAL GLAND"""
1903,1,"1903  = ""1903 : MAL NEO CONJUNCTIVA"""
1908,1,"1908  = ""1908 : MALIGN NEOPL EYE NEC"""
1910,1,"1910  = ""1910 : MALIGN NEOPL CEREBRUM"""
1921,1,"1921  = ""1921 : MAL NEO CEREBRAL MENING"""
1928,1,"1928  = ""1928 : MAL NEO NERVOUS SYST NEC"""
193,1,"193   = ""193  : MALIGN NEOPL THYROID"""
1963,1,"1963  = ""1963 : MAL NEO LYMPH-AXILLA/ARM"""
1965,1,"1965  = ""1965 : MAL NEO LYMPH-INGUIN/LEG"""
1968,1,"1968  = ""1968 : MAL NEO LYMPH NODE-MULT"""
1969,1,"1969  = ""1969 : MAL NEO LYMPH NODE NOS"""
1971,1,"1971  = ""1971 : SEC MAL NEO MEDIASTINUM"""
1978,1,"1978  = ""1978 : SEC MAL NEO GI NEC"""
20010,1,"20010 = ""20010: LYMPHOSARCOMA UNSPEC"""
20192,1,"20192 = ""20192: HODGKINS DIS NOS THORAX"""
20401,1,"20401 = ""20401: ACT LYM LEUK W RMSION (Begin 1991)"""
2041,1,"2041  = ""2041 : CHR LYMPHOID LEUKEMIA (Begin 1980"
20890,1,"20890 = ""20890: LEUKEMIA NOS W/O REMSION (Begin 1991)"""
2102,1,"2102  = ""2102 : BEN NEO MAJOR SALIVARY"""
2104,1,"2104  = ""2104 : BENIGN NEO MOUTH NEC/NOS"""
2111,1,"2111  = ""2111 : BENIGN NEOPLASM STOMACH"""
2131,1,"2131  = ""2131 : BEN NEO LOWER JAW BONE"""
2150,1,"2150  = ""2150 : BEN NEO SOFT TISSUE HEAD"""
2161,1,"2161  = ""2161 : BENIGN NEO SKIN EYELID"""
2168,1,"2168  = ""2168 : BENIGN NEOPLASM SKIN NEC"""
2241,1,"2241  = ""2241 : BENIGN NEOPLASM ORBIT"""
2247,1,"2247  = ""2247 : BEN NEO LACRIMAL DUCT"""
2251,1,"2251  = ""2251 : BENIGN NEO CRANIAL NERVE"""
22802,1,"22802 = ""22802: HEMANGIOMA INTRACRANIAL"""
22804,1,"22804 = ""22804: HEMANGIOMA INTRA-ABDOM"""
2319,1,"2319  = ""2319 : CA IN SITU RESP SYS NOS"""
2322,1,"2322  = ""2322 : CA IN SITU SKIN EAR"""
2330,1,"2330  = ""2330 : CA IN SITU BREAST"""
2333,1,"2333  = ""2333 : CA IN SITU FEM GEN NEC (end 2007)"""
2340,1,"2340  = ""2340 : CA IN SITU EYE"""
2348,1,"2348  = ""2348 : CA IN SITU NEC"""
2359,1,"2359  = ""2359 : UNC BEHAV NEO RESP NEC"""
2382,1,"2382  = ""2382 : UNC BEHAV NEO SKIN"""
2384,1,"2384  = ""2384 : POLYCYTHEMIA VERA"""
2388,1,"2388  = ""2388 : UNCERT BEHAVIOR NEO NEC"""
2392,1,"2392  = ""2392 : BONE/SKIN NEOPLASM NOS"""
2398,1,"2398  = ""2398 : NEOPLASM NOS- SITE NEC (end 2009)"""
2409,1,"2409  = ""2409 : GOITER NOS"""
2411,1,"2411  = ""2411 : NONTOX MULTINODUL GOITER"""
24290,1,"24290 = ""24290: THYROTOX NOS NO CRISIS"""
2469,1,"2469  = ""2469 : DISORDER OF THYROID NOS"""
25042,1,"25042 = ""25042: DIAB RENAL MANIF TYPE II DM UNCONT (Begin 1993)"""
25050,1,"25050 = ""25050: DIAB EYE MANIF TYPE II"""
25052,1,"25052 = ""25052: DIAB EYE MANIF TYPE II DM UNCONT (Begin 1993)"""
25082,1,"25082 = ""25082: DIAB W MANIF NEC TYPE II DM UNCONT (Begin 1993)"""
25083,1,"25083 = ""25083: DIAB W MANIF NEC TYPE I DM UNCONT (Begin 1993)"""
25092,1,"25092 = ""25092: DIAB W COMPL NOS TYPE II DM UNCONT (Begin 1993)"""
2511,1,"2511  = ""2511 : HYPERINSULINISM NEC"""
25200,1,"25200 = ""25200: HYPERPARATHYROIDISM NOS (Begin 2004)"""
25201,1,"25201 = ""25201: PRIMARY HYPERPARATHYROID (Begin 2004)"""
2531,1,"2531  = ""2531 : ANT PITUIT HYPERFUNC NEC"""
2537,1,"2537  = ""2537 : IATROGENIC PITUITARY DIS"""
2539,1,"2539  = ""2539 : PITUITARY DISORDER NOS"""
2551,1,"2551  = ""2551 : HYPERALDOSTERONISM (End 2003)"""
2552,1,"2552  = ""2552 : ADRENOGENITAL DISORDERS"""
2559,1,"2559  = ""2559 : ADRENAL DISORDER NOS"""
2572,1,"2572  = ""2572 : TESTICULAR HYPOFUNC NEC"""
262,1,"262   = ""262  : OTH SEVERE MALNUTRITION"""
2631,1,"2631  = ""2631 : MALNUTRITION MILD DEGREE"""
2689,1,"2689  = ""2689 : VITAMIN D DEFICIENCY NOS"""
2725,1,"2725  = ""2725 : LIPOPROTEIN DEFICIENCIES"""
2728,1,"2728  = ""2728 : LIPOID METABOL DIS NEC"""
27650,1,"27650 = ""27650: VOLUME DEPLETION NOS (Begin 2005)"""
2813,1,"2813  = ""2813 : MEGALOBLASTIC ANEMIA NEC"""
2814,1,"2814  = ""2814 : PROTEIN DEFIC ANEMIA"""
2830,1,"2830  = ""2830 : AUTOIMMUN HEMOLYTIC ANEM"""
2841,1,"2841  = ""2841 : PANCYTOPENIA (Begin 2006)"""
2858,1,"2858  = ""2858 : ANEMIA NEC"""
2860,1,"2860  = ""2860 : CONG FACTOR VIII DIORD"""
2862,1,"2862  = ""2862 : CONG FACTOR XI DISORDER"""
2867,1,"2867  = ""2867 : ACQ COAGUL FACTOR DEFIC"""
2879,1,"2879  = ""2879 : HEMORRHAGIC COND NOS"""
28803,1,"28803 = ""28803: DRUG INDUCED NEUTROPENIA (Begin 2006)"""
28850,1,"28850 = ""28850: LEUKOCYTOPENIA NOS (Begin 2006)"""
28959,1,"28959 = ""28959: SPLEEN DISEASE NEC"""
2899,1,"2899  = ""2899 : BLOOD DISEASE NOS"""
29010,1,"29010 = ""29010: PRESENILE DEMENTIA"""
29011,1,"29011 = ""29011: PRESENILE DELIRIUM"""
2903,1,"2903  = ""2903 : SENILE DELIRIUM"""
2918,1,"2918  = ""2918 : ALCOHOLIC PSYCHOSIS NEC  (End 1996)"""
2920,1,"2920  = ""2920 : DRUG WITHDRAWAL SYNDROME"""
2929,1,"2929  = ""2929 : DRUG MENTAL DISORDER NOS"""
29411,1,"29411 = ""29411: DEMENTIA IN OTH DISEASES WBEHAVIORAL OCT00-"""
29560,1,"29560 = ""29560: RESID SCHIZOPHREN-UNSP"""
29572,1,"29572 = ""29572: SCHIZOAFFECTIVE-CHRONIC"""
29592,1,"29592 = ""29592: SCHIZOPHRENIA NOS-CHR"""
29595,1,"29595 = ""29595: SCHIZOPHRENIA NOS-REMISS"""
29622,1,"29622 = ""29622: DEPRESSIVE PSYCHOSIS-MOD"""
29623,1,"29623 = ""29623: DEPRESS PSYCHOSIS-SEVERE"""
29626,1,"29626 = ""29626: DEPR PSYCHOS-FULL REMISS"""
29630,1,"29630 = ""29630: RECURR DEPR PSYCHOS-UNSP"""
29633,1,"29633 = ""29633: RECUR DEPR PSYCH-SEVERE"""
29690,1,"29690 = ""29690: AFFECTIVE PSYCHOSIS NOS"""
2982,1,"2982  = ""2982 : REACTIVE CONFUSION"""
3003,1,"3003  = ""3003 : OBSESSIVE-COMPULSIVE DIS"""
30122,1,"30122 = ""30122: SCHIZOTYPAL PERSONALITY"""
3019,1,"3019  = ""3019 : PERSONALITY DISORDER NOS"""
30300,1,"30300 = ""30300: AC ALCOHOL INTOX-UNSPEC"""
30301,1,"30301 = ""30301: AC ALCOHOL INTOX-CONTIN"""
30520,1,"30520 = ""30520: CANNABIS ABUSE-UNSPEC"""
30550,1,"30550 = ""30550: OPIOID ABUSE-UNSPEC"""
30561,1,"30561 = ""30561: COCAINE ABUSE-CONTINUOUS"""
30590,1,"30590 = ""30590: DRUG ABUSE NEC-UNSPEC"""
30593,1,"30593 = ""30593: DRUG ABUSE NEC-IN REMISS-"""
3061,1,"3061  = ""3061 : PSYCHOGENIC RESPIR DIS"""
30924,1,"30924 = ""30924: ADJ REACT-ANXIOUS MOOD"""
3099,1,"3099  = ""3099 : ADJUSTMENT REACTION NOS"""
3100,1,"3100  = ""3100 : FRONTAL LOBE SYNDROME"""
3152,1,"3152  = ""3152 : OTH LEARNING DIFFICULTY"""
3159,1,"3159  = ""3159 : DEVELOPMENT DELAY NOS"""
3203,1,"3203  = ""3203 : STAPHYLOCOCC MENINGITIS"""
3220,1,"3220  = ""3220 : NONPYOGENIC MENINGITIS"""
325,1,"325   = ""325  : PHLEBITIS INTRCRAN SINUS"""
3313,1,"3313  = ""3313 : COMMUNICAT HYDROCEPHALUS"""
3319,1,"3319  = ""3319 : CEREB DEGENERATION NOS"""
3321,1,"3321  = ""3321 : SECONDARY PARKINSONISM"""
3369,1,"3369  = ""3369 : SPINAL CORD DISEASE NOS"""
3371,1,"3371  = ""3371 : AUT NEUROPTHY IN OTH DIS"""
33729,1,"33729 = ""33729: REFLEX SYMPATH DYSTR OTH SPEC SITE (Begin 1993)"""
3379,1,"3379  = ""3379 : AUTONOMIC NERVE DIS NEC"""
3383,1,"3383  = ""3383 : NEOPLASM RELATED PAIN (Begin 2006)"""
33989,1,"33989 = ""33989: HEADACHE SYNDROME NEC (Begin 2008)"""
3418,1,"3418  = ""3418 : CNS DEMYELINATION NEC"""
34291,1,"34291 = ""34291: UNSPEC HEMIPLEGIA- DOMINANT SIDE (Begin 1994)"""
34292,1,"34292 = ""34292: UNSPEC HEMIPLEGIA- NONDOMINANT SIDE (Begin 1994)"""
3438,1,"3438  = ""3438 : CEREBRAL PALSY NEC"""
34461,1,"34461 = ""34461: NEUROGENIC BLADDER"""
3448,1,"3448  = ""3448 : PARALYTIC SYNDROMES NEC (End 1993)"""
34540,1,"34540 = ""34540: PSYMOTR EPIL W/O INT EPI (Begin 1989)"""
34681,1,"34681 = ""34681: MIGR NEC-INTRACT (Begin 1992)"""
347,1,"347   = ""347  : CATAPLEXY AND NARCOLEPSY (End 2004)"""
34830,1,"34830 = ""34830: ENCEPHALOPATHY- UNSPECIFIED (Begin 2003)"""
34831,1,"34831 = ""34831: METABOLIC ENCEPHALOPATHY (Begin 2003)"""
34889,1,"34889 = ""34889: Brain conditions NEC (Begin 2009)"""
3489,1,"3489  = ""3489 : BRAIN CONDITION NOS"""
3492,1,"3492  = ""3492 : DISORDER OF MENINGES NEC"""
34982,1,"34982 = ""34982: TOXIC ENCEPHALOPATHY"""
35,1,"0035 = ""0035: CAS W MULTIPLE DATASETS (Begin 2004)"""
3519,1,"3519  = ""3519 : FACIAL NERVE DIS NOS"""
3524,1,"3524  = ""3524 : ACCESSORY NERVE DISORDER"""
3529,1,"3529  = ""3529 : CRANIAL NERVE DIS NOS"""
3530,1,"3530  = ""3530 : BRACHIAL PLEXUS LESIONS"""
3549,1,"3549  = ""3549 : MONONEURITIS ARM NOS"""
3558,1,"3558  = ""3558 : MONONEURITIS LEG NOS"""
3573,1,"3573  = ""3573 : NEUROPATHY IN MALIG DIS"""
3576,1,"3576  = ""3576 : NEUROPATHY DUE TO DRUGS"""
3594,1,"3594  = ""3594 : TOXIC MYOPATHY"""
35989,1,"35989 = ""35989: OTHER MYOPATHIES (Begin 2002)"""
36051,1,"36051 = ""36051: OLD MAGNET FB- ANT CHAMB"""
3619,1,"3619  = ""3619 : RETINAL DETACHMENT NOS"""
36207,1,"36207 = ""36207: DIABETIC MACULAR EDEMA (Begin 2005)"""
36211,1,"36211 = ""36211: HYPERTENSIVE RETINOPATHY"""
36234,1,"36234 = ""36234: TRANSIENT ARTERIAL OCCLU"""
36253,1,"36253 = ""36253: CYSTOID MACULAR DEGEN"""
36260,1,"36260 = ""36260: PERIPH RETINA DEGEN NOS"""
36262,1,"36262 = ""36262: MICROCYSTOID DEGENERAT"""
36281,1,"36281 = ""36281: RETINAL HEMORRHAGE"""
36330,1,"36330 = ""36330: CHORIORETINAL SCAR NOS"""
3643,1,"3643  = ""3643 : IRIDOCYCLITIS NOS"""
36500,1,"36500 = ""36500: PREGLAUCOMA NOS"""
36510,1,"36510 = ""36510: OPEN-ANGLE GLAUCOMA NOS"""
36520,1,"36520 = ""36520: PRIM ANGL-CLOS GLAUC NOS"""
3668,1,"3668  = ""3668 : CATARACT NEC"""
3671,1,"3671  = ""3671 : MYOPIA"""
3674,1,"3674  = ""3674 : PRESBYOPIA"""
36840,1,"36840 = ""36840: VISUAL FIELD DEFECT NOS"""
36845,1,"36845 = ""36845: GEN VISUAL CONTRACTION"""
3693,1,"3693  = ""3693 : BLINDNESS NOS- BOTH EYES"""
36961,1,"36961 = ""36961: ONE EYE-TOTAL/OTH-UNKNWN"""
36963,1,"36963 = ""36963: ONE EYE-TOTAL/OTH-NORMAL"""
36970,1,"36970 = ""36970: LOW VISION- ONE EYE"""
36974,1,"36974 = ""36974: ONE EYE-MOD/OTHER-UNKNWN"""
37021,1,"37021 = ""37021: PUNCTATE KERATITIS"""
37024,1,"37024 = ""37024: PHOTOKERATITIS"""
37160,1,"37160 = ""37160: KERATOCONUS NOS"""
37189,1,"37189 = ""37189: CORNEAL DISORDER NEC"""
37239,1,"37239 = ""37239: CONJUNCTIVITIS NEC"""
37414,1,"37414 = ""37414: CICATRICIAL ECTROPION"""
37423,1,"37423 = ""37423: CICATRICIAL LAGOPHTHALM"""
37433,1,"37433 = ""37433: MECHANICAL PTOSIS"""
37434,1,"37434 = ""37434: BLEPHAROCHALASIS"""
37441,1,"37441 = ""37441: LID RETRACTION OR LAG"""
37482,1,"37482 = ""37482: EDEMA OF EYELID"""
37489,1,"37489 = ""37489: DISORDERS OF EYELID NEC"""
37521,1,"37521 = ""37521: EPIPHORA D/T EXCESS TEAR"""
37532,1,"37532 = ""37532: ACUTE DACRYOCYSTITIS"""
37542,1,"37542 = ""37542: CHRONIC DACRYOCYSTITIS"""
37543,1,"37543 = ""37543: LACRIMAL MUCOCELE"""
37553,1,"37553 = ""37553: LACRIM CANALIC STENOSIS"""
37554,1,"37554 = ""37554: LACRIMAL SAC STENOSIS"""
37569,1,"37569 = ""37569: LACRIM PASSGE CHANGE NEC"""
37600,1,"37600 = ""37600: ACUTE INFLAM NOS- ORBIT"""
37632,1,"37632 = ""37632: ORBITAL HEMORRHAGE"""
37700,1,"37700 = ""37700: PAPILLEDEMA NOS"""
37710,1,"37710 = ""37710: OPTIC ATROPHY NOS"""
37715,1,"37715 = ""37715: PARTIAL OPTIC ATROPHY"""
37741,1,"37741 = ""37741: ISCHEMIC OPTIC NEUROPTHY"""
37841,1,"37841 = ""37841: ESOPHORIA"""
37842,1,"37842 = ""37842: EXOPHORIA"""
37921,1,"37921 = ""37921: VITREOUS DEGENERATION"""
37923,1,"37923 = ""37923: VITREOUS HEMORRHAGE"""
37941,1,"37941 = ""37941: ANISOCORIA"""
37943,1,"37943 = ""37943: MYDRIASIS NOT D/T MYDRTC"""
3798,1,"3798  = ""3798 : EYE DISORDERS NEC"""
37999,1,"37999 = ""37999: ILL-DEFINED EYE DIS NEC"""
380,1,#N/A
38100,1,"38100 = ""38100: AC NONSUP OTITIS MED NOS"""
38160,1,"38160 = ""38160: OBSTR EUSTACH TUBE NOS"""
38163,1,"38163 = ""38163: EXTRINSIC EUSTACH OBSTR"""
383,1,#N/A
38302,1,"38302 = ""38302: AC MASTOIDITIS-COMPL NEC"""
3831,1,"3831  = ""3831 : CHRONIC MASTOIDITIS"""
3841,1,"3841  = ""3841 : CHRONIC MYRINGITIS"""
38420,1,"38420 = ""38420: PERFORAT TYMPAN MEMB NOS"""
38500,1,"38500 = ""38500: TYMPANOSCLEROSIS NOS"""
38530,1,"38530 = ""38530: CHOLESTEATOMA NOS"""
38589,1,"38589 = ""38589: DIS MID EAR/MASTOID NEC"""
38600,1,"38600 = ""38600: MENIERE-s DISEASE NOS"""
3862,1,"3862  = ""3862 : CENTRAL ORIGIN VERTIGO"""
388,1,#N/A
38912,1,"38912 = ""38912: NEURAL HEARING LOSS"""
38918,1,"38918 = ""38918: SENSORNEUR LOSS COMB TYP"""
3892,1,"3892  = ""3892 : MIXED HEARING LOSS (end 2007)"""
3941,1,"3941  = ""3941 : RHEUMATIC MITRAL INSUFF"""
3951,1,"3951  = ""3951 : RHEUMATIC AORTIC INSUFF"""
3962,1,"3962  = ""3962 : MITRAL INSUF/AORT STENOS"""
398,1,"0398 = ""0398: REMOVE SPINE THECA SHUNT"""
39890,1,"39890 = ""39890: RHEUMATIC HEART DIS NOS"""
40291,1,"40291 = ""40291: HYPERTEN HEART DIS W CHF"""
40491,1,"40491 = ""40491: HYPER HRT/REN NOS W CHF (Begin 1989)"""
40492,1,"40492 = ""40492: HY HT/REN NOS W REN FAIL (Begin 1989)"""
40493,1,"40493 = ""40493: HYP HT/REN NOS W CHF  &  RF (Begin 1989)"""
40591,1,"40591 = ""40591: RENOVASC HYPERTENSION"""
410,1,"410  = ""410 : BONE MARROW TRNSPLNT (Begin 1980"
4102,1,"4102  = ""4102 : AMI INFEROLATERAL WALL (Begin 1980"
41031,1,"41031 = ""41031: AMI INFEROPOST- INITIAL (Begin 1989)"""
4104,1,"4104  = ""4104 : AMI INFERIOR WALL NEC (Begin 1980"
41041,1,"41041 = ""41041: AMI INFERIOR WALL- INIT (Begin 1989)"""
4108,1,"4108  = ""4108 : MYOCARDIAL INFARCT NEC (Begin 1980"
41092,1,"41092 = ""41092: AMI NOS- SUBSEQUENT (Begin 1989)"""
4110,1,"4110  = ""4110 : POST MI SYNDROME"""
41189,1,"41189 = ""41189: AC ISCHEMIC HRT DIS NEC (Begin 1989)"""
41402,1,"41402 = ""41402: CORONARY ATHERO AUTOLOG VEIN (Begin 1994)"""
41410,1,"41410 = ""41410: ANEURYSM- HEART (WALL)"""
4151,1,"4151  = ""4151 : PULMON EMBOLISM/INFARCT (End 1995)"""
4186,1,#N/A
421,1,#N/A
42490,1,"42490 = ""42490: ENDOCARDITIS NOS"""
42613,1,"42613 = ""42613: AV BLOCK-2ND DEGREE NEC"""
42650,1,"42650 = ""42650: BUNDLE BRANCH BLOCK NOS"""
42652,1,"42652 = ""42652: RT BBB/LFT ANT FASC BLK"""
42653,1,"42653 = ""42653: BILAT BB BLOCK NEC"""
4269,1,"4269  = ""4269 : CONDUCTION DISORDER NOS"""
42760,1,"42760 = ""42760: PREMATURE BEATS NOS"""
4281,1,"4281  = ""4281 : LEFT HEART FAILURE"""
42822,1,"42822 = ""42822: CHRONIC SYSTOLIC HEART FAILURE (Begin 2002)"""
42842,1,"42842 = ""42842: CHRON CMBINED SYST & DIAS HEART FAILR (Begin 2002)"""
